"year","month","day","hour","min","sec","Mean(mf01)","Mean(mf02)","Mean(mf03)","Mean(pc13)","Mean(pc14)","Mean(pc15)"
2012,2,22,17,22,56,13116.550000000001,14360.440000000004,8153.389999999999,77.99999999999999,187.26000000000008,150.10000000000002
2012,2,22,17,22,57,13140.990000000003,14378.949999999993,8115.360000000004,76.33999999999997,185.53999999999994,149.33
2012,2,22,17,22,58,13184.65,14437.480000000003,8131.789999999999,74.19000000000001,187.27,150.39999999999984
2012,2,22,17,22,59,13199.530000000002,14435.88,8135.340000000002,74.27999999999997,187.48999999999992,153.1199999999999
2012,2,22,17,23,0,13702.060000000003,15033.580000000002,8137.149999999999,74.22000000000003,187.82000000000008,151.53999999999996
2012,2,22,17,23,1,13679.120000000003,14988.600000000004,8135.210000000005,75.44999999999995,185.02000000000004,150.08999999999997
2012,2,22,17,23,2,13237.12,14461.660000000007,8133.750000000002,76.23000000000003,186.70000000000002,151.70999999999992
2012,2,22,17,23,3,13465.210000000005,14738.710000000005,8129.209999999997,77.76999999999998,186.98999999999998,150.48
2012,2,22,17,23,4,13329.570000000002,14597.680000000004,8132.839999999999,74.84,186.9700000000001,150.35000000000005
2012,2,22,17,23,5,13445.210000000005,14753.050000000001,8134.970000000003,75.71999999999998,187.27000000000004,150.33
2012,2,22,17,23,6,13322.249999999998,14600.2,8055.119999999999,72.65,187.0000000000001,151.26999999999995
2012,2,22,17,23,7,13365.100000000006,14652.360000000004,8026.100000000001,76.04999999999998,188.58999999999997,153.76999999999995
2012,2,22,17,23,8,13299.849999999999,14571.199999999997,8023.819999999998,75.53000000000002,189.03000000000003,153.3099999999999
2012,2,22,17,23,9,13264.96,14523.16,8112.029999999997,78.03999999999998,185.2400000000001,150.88999999999996
2012,2,22,17,23,10,13321.139999999996,14590.880000000005,8124.059999999998,76.09000000000002,187.89999999999998,152.54
2012,2,22,17,23,11,13341.19,14615.809999999998,8203.659999999996,74.82000000000002,185.87000000000018,152.98999999999992
2012,2,22,17,23,12,13453.820000000005,14751.380000000003,8294.830000000004,74.59000000000003,187.14000000000007,152.2699999999999
2012,2,22,17,23,13,13235.820000000005,14470.039999999995,8172.630000000002,76.74999999999996,187.08000000000004,151.26999999999995
2012,2,22,17,23,14,13394.600000000002,14681.800000000012,8183.230000000001,75.69,184.85000000000002,151.85000000000005
2012,2,22,17,23,15,13385.349999999991,14645.640000000001,8167.850000000001,75.07000000000004,187.82000000000002,150.51999999999998
2012,2,22,17,23,16,13074.599999999999,14286.369999999994,8173.62,76.89000000000003,187.69000000000003,149.02999999999992
2012,2,22,17,23,17,13348.560000000001,14598.210000000001,8175.140000000002,74.33999999999999,187.55999999999997,150.22999999999996
2012,2,22,17,23,18,13726.130000000003,15042.53,8338.459999999994,75.13999999999999,188.16999999999996,151.71999999999997
2012,2,22,17,23,19,13741.900000000001,15068.180000000013,7653.310000000002,73.81999999999996,189.13999999999996,149.7100000000001
2012,2,22,17,23,20,13506.790000000005,14781.100000000008,7681.98,75.17,189.15000000000006,150.59000000000003
2012,2,22,17,23,21,13435.710000000001,14692.73,8353.390000000003,74.21999999999997,188.90000000000006,152.4599999999999
2012,2,22,17,23,22,13389.900000000005,14648.08,8418.859999999997,74.41000000000004,186.9900000000001,150.2400000000001
2012,2,22,17,23,23,13381.3,14559.72,8173.010000000008,75.22000000000001,187.12000000000018,869.2299999999997
2012,2,22,17,23,24,13338.010000000002,14519.609999999999,8495.469999999996,76.47999999999996,187.84999999999997,1777.67
2012,2,22,17,23,25,13543.529999999999,14734.889999999998,8416.439999999997,75.46000000000006,189.21999999999997,1777.6800000000007
2012,2,22,17,23,26,13446.560000000005,14630.94,8524.220000000005,74.0,189.6899999999999,1777.4200000000003
2012,2,22,17,23,27,13471.320000000005,14653.180000000004,8345.36000000001,74.63000000000002,188.54000000000005,1775.620000000001
2012,2,22,17,23,28,13495.230000000003,14668.670000000002,8328.210000000003,73.47000000000003,188.2,1776.2900000000004
2012,2,22,17,23,29,13511.570000000002,14675.75,8334.520000000002,73.21000000000002,187.91000000000005,1777.1400000000006
2012,2,22,17,23,30,13543.680000000011,14725.869999999999,8341.810000000003,75.93999999999998,189.92000000000002,1776.6100000000006
2012,2,22,17,23,31,13538.489999999998,14715.36,8338.089999999995,73.70000000000006,188.96,1779.0900000000004
2012,2,22,17,23,32,13498.739999999996,14676.629999999994,8546.370000000003,76.69000000000003,189.3299999999999,1777.1399999999999
2012,2,22,17,23,33,13517.619999999997,14689.799999999996,8611.770000000004,73.84,187.5999999999999,1776.3200000000004
2012,2,22,17,23,34,13514.43,14690.259999999995,8609.729999999994,73.04,189.92000000000004,1775.6300000000003
2012,2,22,17,23,35,13528.430000000004,14698.120000000006,8608.069999999998,70.88,187.30000000000007,1775.92
2012,2,22,17,23,36,13526.149999999996,14700.660000000002,8456.810000000003,73.33999999999996,188.78000000000006,3266.7300000000005
2012,2,22,17,23,37,13485.810000000005,14649.650000000001,8406.009999999998,74.97999999999995,187.1199999999999,5028.98
2012,2,22,17,23,38,13414.740000000007,14573.530000000004,8244.940000000002,73.51999999999997,187.55000000000015,5028.420000000002
2012,2,22,17,23,39,13399.329999999996,14560.159999999993,8459.81,71.78000000000004,188.73000000000008,5030.2199999999975
2012,2,22,17,23,40,13463.219999999998,14649.570000000007,8589.990000000002,74.05000000000001,189.9000000000001,5030.35
2012,2,22,17,23,41,13502.810000000001,14686.47,8596.440000000002,73.55000000000001,189.24,5029.749999999998
2012,2,22,17,23,42,13514.948979591838,14718.163265306128,8599.79591836735,72.46938775510203,189.13265306122454,5032.122448979594
2012,2,22,17,23,43,13542.629213483135,14741.943820224717,8560.943820224715,73.87640449438203,191.1011235955056,5030.955056179771
2012,2,22,17,23,44,13550.223404255325,14748.457446808508,8511.531914893621,74.21276595744682,189.56382978723406,5031.106382978724
2012,2,22,17,23,45,13560.379999999996,14742.069999999996,8333.690000000008,73.64999999999999,189.27,5029.790000000004
2012,2,22,17,23,46,13535.85,14718.31,8565.209999999994,73.90999999999998,188.03000000000003,5028.339999999998
2012,2,22,17,23,47,13542.760000000002,14719.820000000002,8361.130000000012,74.85000000000004,186.70000000000002,5029.490000000001
2012,2,22,17,23,48,13511.090000000004,14701.230000000003,8425.450000000003,76.15999999999997,188.17000000000007,5029.359999999995
2012,2,22,17,23,49,13522.290000000006,14705.000000000004,8430.77,71.86000000000001,190.76999999999998,5028.690000000001
2012,2,22,17,23,50,13505.610000000002,14688.399999999996,8585.58,73.8,190.28,5028.319999999997
2012,2,22,17,23,51,13497.039999999997,14685.610000000002,8523.880000000003,74.06,190.3000000000001,5030.639999999998
2012,2,22,17,23,52,13452.279999999999,14657.1,8520.94,73.43999999999997,188.49000000000004,5029.979999999998
2012,2,22,17,23,53,13377.010000000004,14561.769999999995,8513.58,74.37999999999994,190.47000000000008,5028.179999999999
2012,2,22,17,23,54,13372.96,14567.19000000001,8612.199999999995,74.89000000000004,189.22000000000008,5028.990000000007
2012,2,22,17,23,55,13444.249999999996,14653.509999999993,8617.079999999998,71.87000000000003,189.97,5028.320000000003
2012,2,22,17,23,56,13461.939999999997,14673.990000000002,8617.970000000003,71.86,187.00000000000014,5030.22
2012,2,22,17,23,57,13488.619999999999,14701.890000000007,8619.880000000005,73.26999999999997,187.76,5031.219999999999
2012,2,22,17,23,58,13505.659999999998,14730.640000000009,8630.839999999998,72.32999999999997,187.49999999999997,5028.980000000001
2012,2,22,17,23,59,13513.37,14727.650000000003,8619.440000000004,73.25000000000001,187.44000000000003,5028.87
2012,2,22,17,24,0,13535.13,14748.31,8553.930000000004,74.22999999999999,186.52,5027.209999999998
2012,2,22,17,24,1,13531.68,14731.880000000003,8407.270000000002,72.22999999999999,187.73000000000002,5029.980000000001
2012,2,22,17,24,2,13505.14,14711.320000000005,8326.980000000001,72.38000000000004,185.34999999999994,5030.52
2012,2,22,17,24,3,13497.829999999994,14697.150000000007,8331.530000000002,75.52999999999999,187.59000000000003,5029.390000000001
2012,2,22,17,24,4,13493.779999999999,14702.000000000002,8318.460000000005,76.22,188.51,5029.860000000001
2012,2,22,17,24,5,13507.359999999999,14705.510000000002,8308.930000000004,76.26999999999995,187.25000000000003,5030.34
2012,2,22,17,24,6,13541.549999999997,14754.300000000005,8248.850000000002,72.85000000000002,184.27000000000007,10677.060000000005
2012,2,22,17,24,7,13693.210000000008,14849.599999999997,8404.670000000004,74.81000000000002,186.82999999999996,24500.999999999978
2012,2,22,17,24,8,13644.389999999998,14791.750000000005,8418.849999999993,74.66999999999997,186.1700000000001,24502.389999999992
2012,2,22,17,24,9,13634.080000000004,14771.210000000001,8509.809999999996,73.14000000000004,188.40999999999997,24506.860000000004
2012,2,22,17,24,10,13699.950000000006,14856.93999999999,8520.659999999996,72.88000000000005,186.23000000000016,24506.989999999994
2012,2,22,17,24,11,13727.85,14868.76,8514.579999999996,73.77000000000007,186.41999999999996,24508.51999999999
2012,2,22,17,24,12,13762.64,14898.719999999998,8515.290000000005,74.33000000000004,185.77,24509.62
2012,2,22,17,24,13,13793.79,14924.470000000005,8519.52000000001,74.15999999999998,186.57000000000002,24505.810000000016
2012,2,22,17,24,14,13797.94,14941.339999999993,8521.289999999997,71.11999999999998,186.94000000000008,24505.629999999986
2012,2,22,17,24,15,13808.670000000002,14925.450000000004,8517.639999999996,74.20999999999995,187.16,24507.490000000013
2012,2,22,17,24,16,13794.910000000005,14917.900000000009,8521.109999999993,76.30000000000007,188.09000000000006,24509.480000000007
2012,2,22,17,24,17,13782.120000000006,14893.850000000002,8518.980000000001,75.50999999999996,187.14000000000004,24509.270000000004
2012,2,22,17,24,18,13775.170000000004,14883.560000000003,8520.080000000013,74.79000000000003,186.93000000000006,24508.640000000003
2012,2,22,17,24,19,13780.470000000001,14890.979999999998,8512.880000000006,75.6,188.63000000000008,24507.269999999997
2012,2,22,17,24,20,13799.489999999998,14929.650000000007,8513.870000000012,76.99000000000002,188.41,24509.42000000001
2012,2,22,17,24,21,13769.640000000005,14917.04,8652.250000000002,74.26999999999997,188.37000000000006,24510.24999999999
2012,2,22,17,24,22,13737.379999999994,14895.28,8700.74999999999,74.49999999999991,188.71000000000006,24510.009999999987
2012,2,22,17,24,23,13652.470000000007,14789.690000000004,8802.519999999995,74.45999999999995,188.1300000000001,24510.34
2012,2,22,17,24,24,13624.270000000006,14755.660000000005,9005.119999999999,74.23000000000005,187.2700000000001,24510.189999999995
2012,2,22,17,24,25,13673.77,14810.69000000001,8917.380000000003,74.30000000000007,187.26,24510.790000000005
2012,2,22,17,24,26,13725.920000000004,14872.86,8801.549999999996,75.47000000000006,187.5100000000001,24508.80000000001
2012,2,22,17,24,27,13775.369999999994,14908.360000000002,8797.529999999992,73.51000000000002,188.07000000000005,24511.159999999993
2012,2,22,17,24,28,13799.989999999996,14937.489999999998,8792.109999999999,74.95000000000002,186.16,24513.729999999996
2012,2,22,17,24,29,13799.670000000004,14942.760000000006,8787.150000000001,73.19999999999996,186.78,24512.209999999995
2012,2,22,17,24,30,13800.240000000003,14958.33,8792.500000000002,72.33,189.67000000000002,24510.959999999995
2012,2,22,17,24,31,13791.410000000002,14941.160000000009,8789.049999999997,73.85,187.73999999999998,24512.33
2012,2,22,17,24,32,13760.019999999999,14909.950000000008,8797.65999999999,74.08000000000006,186.14999999999998,24511.420000000006
2012,2,22,17,24,33,13774.520000000002,14916.199999999999,8803.699999999997,70.69000000000001,188.62,24512.410000000007
2012,2,22,17,24,34,13774.069999999998,14916.32000000001,8805.779999999993,71.19000000000004,190.32000000000002,24511.600000000002
2012,2,22,17,24,35,13772.709999999995,14904.690000000011,8797.599999999993,72.24999999999993,189.8699999999999,24511.429999999997
2012,2,22,17,24,36,13763.33,14888.940000000004,8726.579999999998,70.07,191.05000000000007,24512.080000000016
2012,2,22,17,24,37,13734.580000000005,14854.829999999998,8692.039999999999,71.08,187.0399999999999,24511.18
2012,2,22,17,24,38,13655.380000000008,14767.380000000001,8691.129999999997,72.94000000000001,186.11,24513.130000000016
2012,2,22,17,24,39,13653.230000000003,14765.500000000005,8779.67,72.39000000000001,186.77999999999997,24510.849999999995
2012,2,22,17,24,40,13722.470588235303,14851.223529411756,8786.92941176471,74.64705882352939,186.8588235294118,24508.694117647046
2012,2,22,17,24,41,13739.63,14856.279999999997,8774.569999999994,73.10999999999997,187.34000000000006,24510.339999999993
2012,2,22,17,24,42,13747.8,14865.820000000005,8783.970000000005,73.57999999999996,188.89000000000004,24512.21
2012,2,22,17,24,43,13791.429999999998,14906.650000000005,8815.690000000011,75.02999999999999,186.41000000000005,24512.390000000007
2012,2,22,17,24,44,13790.589999999997,14926.340000000004,8807.410000000002,75.87999999999998,186.13999999999993,24512.719999999987
2012,2,22,17,24,45,13794.980000000001,14931.830000000007,8798.479999999996,75.21,186.1,24512.62
2012,2,22,17,24,46,13775.969999999996,14913.610000000004,8793.500000000004,75.66000000000004,185.97000000000006,24511.820000000007
2012,2,22,17,24,47,13760.589999999991,14883.36,8793.880000000001,75.27000000000004,186.42,24514.16
2012,2,22,17,24,48,13749.130000000001,14888.480000000003,8794.57,75.04999999999998,187.6200000000001,24512.88000000001
2012,2,22,17,24,49,13742.300000000001,14896.61,8785.059999999998,76.19999999999999,187.19000000000017,24510.99000000001
2012,2,22,17,24,50,13738.350000000004,14926.269999999999,8807.919999999998,76.01,185.10000000000005,24511.749999999993
2012,2,22,17,24,51,13745.39,14923.959999999995,8699.089999999998,76.30999999999999,183.92000000000004,24512.66000000001
2012,2,22,17,24,52,13702.239999999994,14844.740000000002,8673.310000000005,76.58000000000001,186.43000000000004,24514.649999999998
2012,2,22,17,24,53,13648.650000000003,14774.930000000004,8696.379999999992,76.29000000000002,187.79000000000002,24512.819999999996
2012,2,22,17,24,54,13670.830000000002,14809.940000000008,8776.310000000001,76.45000000000002,188.39000000000007,21056.870000000003
2012,2,22,17,24,55,13503.22000000001,14717.680000000008,8181.570000000007,77.07999999999996,189.4100000000001,161.37999999999997
2012,2,22,17,24,56,13304.200000000003,14503.38,8082.939999999998,76.39999999999995,187.58000000000004,156.84999999999994
2012,2,22,17,24,57,13296.060000000001,14496.619999999997,8223.59,74.89999999999998,189.20000000000016,154.03000000000003
2012,2,22,17,24,58,13341.919999999998,14556.000000000004,8296.239999999994,74.78999999999995,188.22000000000006,154.78999999999996
2012,2,22,17,24,59,13360.740000000002,14567.470000000003,8298.660000000007,72.62,188.26,155.22000000000006
2012,2,22,17,25,0,13328.080000000004,14561.599999999999,8333.930000000006,73.15999999999997,190.11000000000007,152.69000000000005
2012,2,22,17,25,1,13386.160000000003,14637.080000000005,8289.110000000002,73.04999999999998,187.60000000000008,154.12999999999994
2012,2,22,17,25,2,15225.359999999999,16683.419999999987,8234.590000000006,74.67,188.07000000000002,154.88
2012,2,22,17,25,3,13392.759999999998,14631.73,8220.44,76.13000000000001,187.61999999999998,153.01999999999998
2012,2,22,17,25,4,13344.119999999995,14581.74,8317.920000000002,75.53000000000002,185.0399999999999,153.42999999999984
2012,2,22,17,25,5,13387.07,14630.579999999998,9224.550000000001,77.65999999999998,186.81000000000003,152.2700000000001
2012,2,22,17,25,6,13432.709999999992,14688.020000000006,8283.75,76.99,187.06000000000006,152.79999999999995
2012,2,22,17,25,7,13616.660000000003,14890.060000000001,8140.57,73.75000000000003,188.34000000000012,153.28999999999996
2012,2,22,17,25,8,13446.760000000002,14710.21000000001,8140.350000000006,73.67,185.84999999999994,150.95999999999992
2012,2,22,17,25,9,13501.870000000004,14777.69,8182.810000000001,71.79000000000002,185.56000000000014,153.02999999999994
2012,2,22,17,25,10,13163.880000000001,14373.590000000004,8193.389999999998,74.00999999999999,189.15000000000012,152.17
2012,2,22,17,25,11,13336.430000000008,14591.300000000007,8188.86,74.54,187.44,153.37999999999997
2012,2,22,17,25,12,13918.070000000002,15271.200000000003,8582.63000000001,77.45000000000002,189.18,153.1
2012,2,22,17,25,13,13437.04,14708.029999999999,8507.570000000014,74.16999999999997,186.65,151.89000000000004
2012,2,22,17,25,14,13239.980000000005,14472.629999999997,8082.980000000002,73.38999999999997,185.68,152.36999999999995
2012,2,22,17,25,15,13251.159999999996,14487.16,8059.049999999999,72.91999999999997,187.5900000000001,152.24
2012,2,22,17,25,16,13262.569999999998,14495.849999999995,8077.489999999999,72.45,188.01000000000005,151.12999999999994
2012,2,22,17,25,17,13256.730000000009,14478.290000000008,8072.050000000001,74.8,183.43999999999997,153.44
2012,2,22,17,25,18,13866.66,15226.35999999999,8096.570000000001,76.58000000000007,185.92000000000004,151.05999999999995
2012,2,22,17,25,19,13609.060000000001,14885.860000000002,8098.480000000001,75.26999999999997,187.39000000000007,153.58999999999995
2012,2,22,17,25,20,13292.639999999998,14533.249999999996,8100.170000000002,76.20999999999995,188.82000000000008,152.88000000000002
2012,2,22,17,25,21,13569.220000000003,14862.300000000001,8010.17,78.07999999999997,188.20999999999992,152.55000000000004
2012,2,22,17,25,22,13337.709999999997,14594.660000000002,7997.600000000005,77.36000000000001,186.01,154.83999999999997
2012,2,22,17,25,23,13451.619999999997,14739.010000000002,7994.410000000002,75.77999999999999,186.57999999999998,154.6999999999999
2012,2,22,17,25,24,13195.54,14428.740000000005,8097.760000000005,75.66000000000003,187.23000000000013,153.42000000000002
2012,2,22,17,25,25,13467.369999999999,14743.220000000007,8096.450000000003,76.39000000000001,188.57000000000002,154.22
2012,2,22,17,25,26,13455.160000000002,14718.570000000003,8090.6100000000015,72.42000000000006,188.5499999999999,154.24
2012,2,22,17,25,27,13448.969999999996,14704.020000000006,8102.259999999998,75.93000000000004,189.88,152.54999999999995
2012,2,22,17,25,28,13494.400000000009,14771.53,8098.650000000003,74.84999999999997,186.09000000000003,153.09000000000003
2012,2,22,17,25,29,13474.76000000001,14740.470000000005,8222.599999999999,73.05000000000008,188.0,151.84
2012,2,22,17,25,30,13591.62,14872.290000000003,8257.59,72.63999999999996,188.70000000000002,151.38
2012,2,22,17,25,31,13321.990000000005,14527.41,8120.05,73.98000000000005,188.06,153.65
2012,2,22,17,25,32,13524.960000000005,14775.35,8152.710000000001,72.80000000000001,186.6000000000002,153.34999999999997
2012,2,22,17,25,33,13380.29,14587.52,8140.83,73.15000000000003,186.87000000000006,154.26
2012,2,22,17,25,34,13190.690000000004,14385.41,8145.19,76.66,188.88000000000002,153.7599999999999
2012,2,22,17,25,35,13397.599999999997,14617.84,8179.330000000001,72.02000000000001,189.36999999999995,152.1499999999999
2012,2,22,17,25,36,13822.990000000005,15115.979999999994,8154.079999999998,74.79999999999994,191.6500000000001,152.76
2012,2,22,17,25,37,13803.039999999997,15092.35,7488.279999999999,75.42999999999998,190.4500000000001,156.22000000000003
2012,2,22,17,25,38,13410.83,14640.720000000007,7708.210000000002,74.27999999999993,188.86999999999998,152.13999999999993
2012,2,22,17,25,39,13340.799999999997,14538.7,8497.289999999997,74.64999999999996,188.07000000000002,152.9100000000001
2012,2,22,17,25,40,13597.029999999999,14783.769999999997,8209.400000000005,75.85000000000004,187.17000000000002,1291.0800000000004
2012,2,22,17,25,41,13524.770000000004,14678.180000000002,8513.08,75.54999999999994,190.9800000000001,1778.2799999999993
2012,2,22,17,25,42,13643.14,14816.490000000003,8510.0,75.49999999999999,188.8100000000001,1777.2900000000002
2012,2,22,17,25,43,13548.620000000012,14688.660000000003,8352.760000000006,73.74000000000004,186.3,1778.3199999999993
2012,2,22,17,25,44,13555.788888888888,14704.91111111111,8483.077777777778,76.24444444444447,188.31111111111107,1778.8111111111114
2012,2,22,17,25,45,13591.739130434793,14743.489130434786,8280.402173913044,76.09782608695652,188.65217391304353,1776.3695652173908
2012,2,22,17,25,46,13563.240000000002,14722.48,8267.770000000004,77.07000000000002,189.62999999999997,1778.6599999999996
2012,2,22,17,25,47,13551.620000000004,14703.269999999999,8251.660000000002,77.96999999999996,188.42999999999998,1778.8700000000003
2012,2,22,17,25,48,13554.840000000002,14714.790000000003,8271.289999999999,74.44000000000003,189.42999999999995,1778.3700000000006
2012,2,22,17,25,49,13538.790000000005,14711.730000000005,8272.78,76.16999999999999,190.73,1780.55
2012,2,22,17,25,50,13491.539999999997,14665.780000000002,8522.199999999997,74.95000000000003,187.15,1778.3099999999995
2012,2,22,17,25,51,13511.470000000008,14690.71999999999,8484.050000000005,76.57999999999998,187.75000000000009,1777.4800000000007
2012,2,22,17,25,52,13462.600000000011,14633.22,8478.089999999993,74.94999999999997,190.0500000000001,1776.8700000000001
2012,2,22,17,25,53,13402.110000000008,14547.56,8476.99,75.85999999999999,187.18000000000004,4226.879999999999
2012,2,22,17,25,54,13404.320000000003,14536.570000000002,8479.070000000007,72.75,187.23000000000008,5029.589999999996
2012,2,22,17,25,55,13488.119999999999,14622.749999999998,8489.559999999998,71.71000000000004,188.49000000000012,5030.7100000000055
2012,2,22,17,25,56,13495.650000000001,14637.899999999996,8328.109999999991,73.35999999999999,187.68000000000006,5031.960000000001
2012,2,22,17,25,57,13527.940000000002,14662.059999999987,8418.100000000002,76.99000000000004,185.95000000000007,5031.099999999999
2012,2,22,17,25,58,13554.320000000009,14711.760000000002,8587.560000000007,76.64999999999999,186.07999999999993,5030.200000000006
2012,2,22,17,25,59,13580.650000000001,14740.699999999999,8575.149999999996,74.84000000000002,187.5600000000002,5026.479999999999
2012,2,22,17,26,0,13578.509999999993,14746.179999999998,8577.640000000001,76.56,187.48,5028.139999999998
2012,2,22,17,26,1,13578.179999999998,14735.190000000002,8550.909999999998,77.78999999999992,188.09999999999997,5032.759999999999
2012,2,22,17,26,2,13550.080000000004,14714.100000000002,8373.56000000001,75.33,188.70999999999987,5033.019999999998
2012,2,22,17,26,3,13525.23,14681.749999999996,8420.9,77.89999999999998,188.38000000000008,5029.479999999997
2012,2,22,17,26,4,13505.449999999993,14682.530000000004,8439.31,74.30000000000001,187.85000000000005,5030.44
2012,2,22,17,26,5,13507.93,14687.920000000002,8474.259999999995,76.65,188.87000000000003,5032.86
2012,2,22,17,26,6,13525.059999999998,14720.830000000004,8350.029999999993,76.14000000000003,188.22999999999988,5031.410000000003
2012,2,22,17,26,7,13481.069999999994,14668.060000000001,8265.66,75.35,188.67,5030.249999999999
2012,2,22,17,26,8,13384.830000000002,14558.26,8434.020000000008,77.1,187.5,5029.890000000002
2012,2,22,17,26,9,13368.73,14524.839999999997,8594.06999999999,75.50999999999998,186.58999999999997,5030.610000000002
2012,2,22,17,26,10,13453.279999999995,14633.670000000007,8600.229999999996,75.70000000000003,189.08000000000013,5033.3700000000035
2012,2,22,17,26,11,13496.810000000014,14676.740000000007,8596.620000000004,75.11999999999999,187.20000000000005,5030.160000000003
2012,2,22,17,26,12,13522.140000000003,14712.57,8598.029999999999,76.78999999999999,186.04999999999995,5033.509999999994
2012,2,22,17,26,13,13570.740000000009,14754.110000000004,8583.810000000007,77.34999999999998,187.15,5031.539999999999
2012,2,22,17,26,14,13583.580000000004,14763.589999999998,8583.980000000001,74.89,186.17000000000002,5032.8799999999965
2012,2,22,17,26,15,13607.220000000007,14778.359999999999,8580.02000000001,75.74,186.36999999999995,5030.04
2012,2,22,17,26,16,13593.080000000005,14760.95,8600.489999999996,75.15,188.28999999999996,5032.159999999999
2012,2,22,17,26,17,13581.609999999997,14742.92,8592.739999999994,74.97000000000004,187.82000000000002,5032.93
2012,2,22,17,26,18,13565.720000000001,14729.6,8597.120000000004,75.82000000000001,187.88000000000002,5030.380000000004
2012,2,22,17,26,19,13574.380000000006,14722.34,8457.030000000004,77.85000000000004,188.09,5030.59
2012,2,22,17,26,20,13549.670000000002,14707.36,8307.94,77.62,186.62000000000006,5028.3799999999965
2012,2,22,17,26,21,13568.080000000002,14712.730000000003,8190.950000000005,76.69999999999999,187.17000000000004,5028.15
2012,2,22,17,26,22,13523.750000000002,14667.309999999996,8169.839999999999,79.00999999999996,185.55999999999997,5029.420000000004
2012,2,22,17,26,23,13541.76,14652.350000000002,8222.450000000004,77.52999999999999,188.66000000000003,15679.860000000006
2012,2,22,17,26,24,13687.359999999999,14793.900000000005,8454.679999999998,75.21000000000002,187.76000000000005,24500.489999999998
2012,2,22,17,26,25,13817.800000000003,14944.679999999998,8455.570000000003,75.89999999999995,186.81999999999996,24505.91000000001
2012,2,22,17,26,26,13762.179999999993,14890.869999999997,8458.230000000001,76.45999999999997,187.65000000000003,24506.100000000006
2012,2,22,17,26,27,13796.28,14945.9,8457.160000000002,74.53000000000003,186.25,24506.610000000008
2012,2,22,17,26,28,13785.310000000003,15005.410000000002,8495.839999999995,74.92999999999999,184.8100000000001,24509.029999999988
2012,2,22,17,26,29,13806.960000000006,15017.47,8477.640000000001,76.35999999999999,187.42,24510.139999999996
2012,2,22,17,26,30,13816.660000000003,15020.370000000004,8469.669999999995,77.00999999999999,182.75999999999993,24509.29
2012,2,22,17,26,31,13820.660000000003,15009.310000000003,8479.539999999997,78.13000000000001,186.12000000000012,24507.84000000001
2012,2,22,17,26,32,13792.580000000005,14979.989999999998,8492.970000000007,76.77,188.94000000000003,24508.339999999986
2012,2,22,17,26,33,13792.200000000004,14963.530000000004,8475.460000000005,75.87000000000002,185.47,24508.809999999987
2012,2,22,17,26,34,13755.630000000006,14970.690000000004,8504.760000000004,77.01999999999998,185.67999999999986,24508.949999999997
2012,2,22,17,26,35,13766.380000000003,14963.520000000004,8488.880000000005,77.75999999999998,183.40999999999994,24506.87
